time_step,fixed_reward,fixed_cumulative_reward,fixed_grid_import_Building_3_kwh,fixed_grid_import_kwh,fixed_cumulative_grid_import_kwh,q_learning_reward,q_learning_cumulative_reward,q_learning_grid_import_Building_3_kwh,q_learning_grid_import_kwh,q_learning_cumulative_grid_import_kwh,reward_delta_q_minus_fixed,grid_import_delta_fixed_minus_q,cumulative_reward_delta_q_minus_fixed,cumulative_grid_import_delta_fixed_minus_q
111,-4.166132994688815,-525.9589724443919,1.6523442268371582,1.6523442268371582,216.91807016730309,-0.6643579921550554,-200.3388944067447,0.2634932696819305,0.2634932696819305,80.76608210615814,3.5017750025337597,1.3888509571552277,325.62007803764715,136.15198806114495
112,-4.1540303230285645,-530.1130027674204,1.6616121530532837,1.6616121530532837,218.5796823203564,-0.6819030046463013,-201.02079741139104,0.272761195898056,0.272761195898056,81.0388433020562,3.472127318382263,1.3888509571552277,329.09220535602935,137.5408390183002
113,-2.324635505676269,-532.4376382730967,2.324635505676269,2.324635505676269,220.90431782603264,-0.9357847571372986,-201.9565821685283,0.9357847571372986,0.9357847571372986,81.97462805919349,1.3888507485389705,1.3888507485389705,330.4810561045684,138.92968976683915
114,-7.499678611755371,-539.9373168848521,2.9998714923858643,2.9998714923858643,223.9041893184185,-4.027551174163818,-205.98413334269213,1.6110204458236694,1.6110204458236694,83.58564850501716,3.4721274375915527,1.3888510465621948,333.95318354215993,140.31854081340134
115,-10.777472496032717,-550.7147893808848,4.310988903045654,4.310988903045654,228.21517822146416,-7.305345058441162,-213.2894784011333,2.922137975692749,2.922137975692749,86.50778648070991,3.4721274375915545,1.3888509273529053,337.4253109797515,141.70739174075425
116,-7.41008996963501,-558.1248793505198,2.964035987854004,2.964035987854004,231.17921420931816,-3.937962293624878,-217.22744069475817,1.575184941291809,1.575184941291809,88.08297142200172,3.472127676010132,1.3888510465621948,340.8974386557616,143.09624278731644
117,-4.601261069940998,-562.7261404204608,1.8318955898284912,1.8318955898284912,233.01110979914665,-1.1128168741466875,-218.3402575689049,0.4430446922779083,0.4430446922779083,88.52601611427963,3.4884441957943104,1.3888508975505829,344.38588285155583,144.48509368486702
118,-5.539240246226957,-568.2653806666877,2.0983924865722656,2.0983924865722656,235.1095022857189,-1.8730151400261397,-220.213272708931,0.7095414996147156,0.7095414996147156,89.23555761389434,3.6662251062008178,1.38885098695755,348.0521079577568,145.87394467182455
119,-4.7774179838543205,-573.0427986505421,1.815596103668213,1.815596103668213,236.92509838938716,-1.12290403290757,-221.33617674183856,0.4267451763153076,0.4267451763153076,89.66230279020965,3.6545139509467504,1.3888509273529053,351.7066219087035,147.2627955991775
120,-4.693872164028289,-577.7366708145704,1.8109314441680908,1.8109314441680908,238.7360298335552,-1.0940181217700269,-222.4301948636086,0.4220804870128631,0.4220804870128631,90.08438327722251,3.5998540422582623,1.3888509571552277,355.30647595096184,148.65164655633268
121,-4.676200074103615,-582.412870888674,1.8078527450561523,1.8078527450561523,240.54388257861137,-1.0837921171014462,-223.51398698071003,0.4190018475055694,0.4190018475055694,90.50338512472808,3.592407957002169,1.3888508975505829,358.898883907964,150.0404974538833
122,-4.902058781322042,-587.314929669996,1.805453896522522,1.805453896522522,242.3493364751339,-1.1311350333400505,-224.6451220140501,0.4166029393672943,0.4166029393672943,90.91998806409538,3.7709237479819917,1.3888509571552277,362.6698076559459,151.42934841103852
123,-5.023061148681154,-592.3379908186771,1.7860060930252075,1.7860060930252075,244.1353425681591,-1.1169809164390243,-225.7621029304891,0.3971551954746246,0.3971551954746246,91.31714325957,3.9060802322421297,1.3888508975505829,366.575887888188,152.8181993085891
124,-5.1021677819332885,-597.4401586006104,1.8240113258361816,1.8240113258361816,245.95935389399529,-1.2172409274331737,-226.9793438579223,0.4351603388786316,0.4351603388786316,91.75230359844863,3.8849268545001148,1.38885098695755,370.4608147426881,154.20705029554665
125,-5.338974930875338,-602.7791335314857,1.8886604309082031,1.8886604309082031,247.8480143249035,-1.4128905154283302,-228.39223437335065,0.4998095035552978,0.4998095035552978,92.25211310200392,3.926084415447008,1.3888509273529053,374.38689915813507,155.59590122289956
126,-26.39807277448442,-629.1772063059701,9.344388008117676,9.344388008117676,257.1924023330212,-22.474544050791035,-250.86677842414164,7.95553731918335,7.95553731918335,100.20765042118728,3.9235287236933836,1.3888506889343262,378.31042788182845,156.98475191183394
127,-5.645259882073029,-634.8224661880431,2.115030288696289,2.115030288696289,259.30743262171745,-1.9382563779364013,-252.80503480207804,0.726179301738739,0.726179301738739,100.93382972292602,3.707003504136628,1.38885098695755,382.0174313859651,158.37360289879143
128,-5.994418818366527,-640.8168850064096,2.1068224906921387,2.1068224906921387,261.4142551124096,-2.042802542865472,-254.8478373449435,0.7179716229438782,0.7179716229438782,101.6518013458699,3.951616275501055,1.3888508677482605,385.9690476614661,159.7624537665397
129,-6.16402519876101,-646.9809102051706,2.249037265777588,2.249037265777588,263.6632923781872,-2.357546877998629,-257.20538422294214,0.8601863980293274,0.8601863980293274,102.51198774389924,3.806478320762381,1.3888508677482605,389.7755259822285,161.15130463428795
130,-5.141202677230512,-652.1221128824011,1.8923574686050413,1.8923574686050413,265.5556498467922,-1.3679386087045713,-258.5733228316467,0.5035064816474915,0.5035064816474915,103.01549422554672,3.773264068525941,1.3888509869575498,393.5487900507544,162.5401556212455
131,-1.275387742687845,-653.3975006250889,1.0940653085708618,1.0940653085708618,266.6497151553631,0.0,-258.5733228316467,0.0,0.0,103.01549422554672,1.275387742687845,1.0940653085708618,394.82417779344223,163.63422092981637
132,-0.9279376030557616,-654.3254382281447,0.8112506866455078,0.8112506866455078,267.4609658420086,0.0,-258.5733228316467,0.0,0.0,103.01549422554672,0.9279376030557616,0.8112506866455078,395.75211539649797,164.44547161646187
133,-0.9299375089441432,-655.2553757370888,0.8355555534362793,0.8355555534362793,268.29652139544487,0.0,-258.5733228316467,0.0,0.0,103.01549422554672,0.9299375089441432,0.8355555534362793,396.6820529054421,165.28102716989815
134,-0.8102412872671911,-656.065617024356,0.7459331154823303,0.7459331154823303,269.0424545109272,0.0,-258.5733228316467,0.0,0.0,103.01549422554672,0.8102412872671911,0.7459331154823303,397.4922941927093,166.02696028538048
135,-2.717482712361713,-658.7830997367178,1.0438741445541382,1.0438741445541382,270.08632865548134,0.0,-258.5733228316467,0.0,0.0,103.01549422554672,2.717482712361713,1.0438741445541382,400.20977690507107,167.07083442993462
136,-3.551007019155698,-662.3341067558734,1.3050577640533447,1.3050577640533447,271.3913864195347,0.0,-258.5733228316467,0.0,0.0,103.01549422554672,3.551007019155698,1.3050577640533447,403.76078392422676,168.37589219398797
137,-4.368077435768433,-666.7021841916419,1.6392542123794556,1.6392542123794556,273.03064063191414,-0.6672430345549666,-259.2405658662017,0.2504032850265503,0.2504032850265503,103.26589751057328,3.700834401213467,1.3888509273529053,407.4616183254402,169.76474312134087
138,-6.005069847964903,-672.7072540396068,2.2143914699554443,2.2143914699554443,275.2450321018696,-2.238732019091397,-261.4792978852931,0.8255406022071838,0.8255406022071838,104.09143811278044,3.7663378288735063,1.3888508677482605,411.22795615431374,171.15359398908913
139,-5.532499159914733,-678.2397531995216,2.114703416824341,2.114703416824341,277.3597355186939,-1.8989794724045248,-263.3782773576976,0.7258524894714355,0.7258524894714355,104.81729060225187,3.6335196875102076,1.3888509273529053,414.861475841824,172.54244491644204
140,-9.93137774553861,-688.1711309450602,3.721168994903565,3.721168994903565,281.0809045135975,-6.224691504737317,-269.6029688624349,2.33231782913208,2.33231782913208,107.14960843138395,3.706686240801293,1.3888511657714848,418.5681620826253,173.93129608221352
141,-5.790603817271039,-693.9617347623313,2.205382823944092,2.205382823944092,283.2862873375416,-2.143941716336061,-271.746910578771,0.8165318369865417,0.8165318369865417,107.96614026837052,3.6466621009349782,1.38885098695755,422.21482418356027,175.32014706917107
142,-5.041482118787144,-699.0032168811184,1.8248319625854488,1.8248319625854488,285.11111930012703,-1.2044894427088138,-272.9514000214798,0.4359810948371887,0.4359810948371887,108.4021213632077,3.83699267607833,1.38885086774826,426.0518168596386,176.70899793691933
143,-4.992478083178866,-703.9956949642973,1.815596103668213,1.815596103668213,286.92671540379524,-1.173452645916768,-274.12485266739657,0.4267451763153076,0.4267451763153076,108.828866539523,3.8190254372620975,1.3888509273529053,429.8708422969007,178.09784886427224
144,-4.792210038953636,-708.7879050032509,1.8109314441680908,1.8109314441680908,288.73764684796333,-1.1169380934831794,-275.2417907608797,0.4220804870128631,0.4220804870128631,109.25094702653588,3.675271945470456,1.3888509571552277,433.5461142423712,179.48669982142746
145,-5.571388938388191,-714.3592939416391,2.027055263519287,2.027055263519287,290.7647021114826,-1.7541130772259976,-276.99590383810573,0.6382042765617371,0.6382042765617371,109.8891513030976,3.8172758611621935,1.38885098695755,437.36339010353333,180.87555080838501
146,-5.665599791482843,-720.0248937331219,2.024656295776367,2.024656295776367,292.789358407259,-1.779175443396601,-278.7750792815023,0.6358053684234619,0.6358053684234619,110.52495667152108,3.8864243480862424,1.3888509273529053,441.24981445161956,182.26440173573792
147,-5.916215931682382,-725.9411096648042,2.0052084922790527,2.0052084922790527,294.79456689953804,-1.818516412607278,-280.5935956941096,0.6163576245307922,0.6163576245307922,111.14131429605186,4.097699519075104,1.3888508677482605,445.34751397069465,183.65325260348618
148,-5.342950308490951,-731.2840599732951,1.867851734161377,1.867851734161377,296.6624186336994,-1.37017172849833,-281.963767422608,0.4790008068084717,0.4790008068084717,111.62031510286032,3.972778579992621,1.3888509273529053,449.32029255068716,185.04210353083909
149,-5.418932784205936,-736.7029927575011,1.8886604309082031,1.8886604309082031,298.5510790646076,-1.434050324954967,-283.3978177475629,0.4998095035552978,0.4998095035552978,112.12012460641564,3.9848824592509686,1.3888509273529053,453.3051750099382,186.430954458192
150,-7.834896346514764,-744.5378891040158,2.725135564804077,2.725135564804077,301.2762146294117,-3.841883069263524,-287.2397008168264,1.3362847566604614,1.3362847566604614,113.45640936307608,3.99301327725124,1.3888508081436157,457.29818828718936,187.8198052663356
151,-6.275608649241378,-750.8134977532571,2.197030544281006,2.197030544281006,303.4732451736927,-2.3084879215438754,-289.5481887383703,0.8081795573234558,0.8081795573234558,114.26458892039956,3.9671207276975027,1.38885098695755,461.26530901488684,189.20865625329316
152,-6.172821147389216,-756.9863189006463,2.041163921356201,2.041163921356201,305.5144090950489,-1.9727030890611483,-291.52089182743146,0.6523128747940063,0.6523128747940063,114.91690179519355,4.2001180583280675,1.3888510465621948,465.46542707321487,190.59750729985535
153,-2.227831667528108,-759.2141505681744,1.9523423910140991,1.9523423910140991,307.466751486063,-0.6430041501394725,-292.1638959775709,0.5634915232658386,0.5634915232658386,115.4803933184594,1.5848275173886355,1.3888508677482605,467.0502545906035,191.9863581676036
154,-2.427330023908545,-761.641480592083,2.0442726612091064,2.0442726612091064,309.5110241472721,-0.7782350142128772,-292.9421309917838,0.6554216146469116,0.6554216146469116,116.1358149331063,1.6490950096956678,1.3888510465621948,468.6993496002992,193.3752092141658
155,-6.754944070757968,-768.3964246628409,2.2386810779571533,2.2386810779571533,311.74970522522926,-2.564258017800785,-295.5063890095846,0.8498302102088928,0.8498302102088928,116.9856451433152,4.190686052957183,1.3888508677482605,472.8900356532563,194.76406008191407
156,-7.981958020506243,-776.3783826833471,2.6994383335113525,2.6994383335113525,314.4491435587406,-3.875270537979191,-299.3816595475638,1.3105874061584473,1.3105874061584473,118.29623254947364,4.106687482527052,1.3888509273529053,476.9967231357833,196.15291100926697
157,-4.654192059891875,-781.032574743239,1.622662901878357,1.622662901878357,316.071806460619,-0.6706295602929458,-300.0522891078567,0.2338119596242904,0.2338119596242904,118.53004450909792,3.983562499598929,1.3888509422540665,480.9802856353823,197.54176195152104
158,-4.07680180598978,-785.1093765492288,1.4684510231018066,1.4684510231018066,317.5402574837208,-0.2209901464264045,-300.2732792542831,0.0795999467372894,0.0795999467372894,118.60964445583522,3.855811659563376,1.3888510763645172,484.8360972949457,198.93061302788556
159,-1.4128468215155865,-786.5222233707444,1.25560200214386,1.25560200214386,318.79585948586464,0.0,-300.2732792542831,0.0,0.0,118.60964445583522,1.4128468215155865,1.25560200214386,486.2489441164613,200.18621503002942
160,-4.411318560743803,-790.9335419314882,1.6629267930984497,1.6629267930984497,320.4587862789631,-0.7270530559758754,-301.000332310259,0.2740758955478668,0.2740758955478668,118.88372035138308,3.684265504767928,1.3888508975505829,489.9332096212292,201.57506592758
161,-5.932295907563821,-796.865837839052,2.140174150466919,2.140174150466919,322.59896042943,-2.082574081329585,-303.0829063915886,0.7513231039047241,0.7513231039047241,119.6350434552878,3.8497218262342363,1.3888510465621948,493.7829314474634,202.9639169741422
162,-8.795849443629415,-805.6616872826814,3.202063798904419,3.202063798904419,325.8010242283344,-4.980771622730996,-308.0636780143196,1.8132129907608032,1.8132129907608032,121.44825644604862,3.815077820898418,1.3888508081436157,497.59800926836186,204.3527677822858
163,-7.005473396760316,-812.6671606794417,2.589165449142456,2.589165449142456,328.3901896774769,-3.247676311324767,-311.31135432564434,1.2003145217895508,1.2003145217895508,122.64857096783815,3.7577970854355494,1.3888509273529053,501.3558063537974,205.74161870963871
164,-6.865434137429883,-819.5325948168717,2.459411382675171,2.459411382675171,330.84960106015205,-2.9884639086512834,-314.2998182342956,1.0705604553222656,1.0705604553222656,123.71913142316043,3.8769702287785996,1.3888509273529053,505.23277658257604,207.13046963699162
165,-6.84463951690797,-826.3772343337796,2.5788698196411133,2.5788698196411133,333.4284708797932,-3.1584577294754577,-317.4582759637711,1.1900190114974976,1.1900190114974976,124.90915043465792,3.686181787432512,1.3888508081436157,508.9189583700085,208.5193204451353
166,-4.958612008522324,-831.3358463423019,1.8248319625854488,1.8248319625854488,335.2533028423786,-1.1846904688003028,-318.64296643257137,0.4359810948371887,0.4359810948371887,125.34513152949512,3.773921539722021,1.38885086774826,512.6928799097306,209.9081713128835
167,-4.597292804804966,-835.9331391471069,1.815596103668213,1.815596103668213,337.06889894604683,-1.0805666676893113,-319.7235331002607,0.4267451763153076,0.4267451763153076,125.77187670581044,3.516726137115655,1.3888509273529053,516.2096060468461,211.2970222402364
168,-4.979078511356783,-840.9122176584636,1.8109314441680908,1.8109314441680908,338.8798303902149,-1.160492218532268,-320.88402531879296,0.4220804870128631,0.4220804870128631,126.19395719282328,3.818586292824515,1.3888509571552277,520.0281923396707,212.68587319739163
169,-4.9869467469699575,-845.8991644054336,1.8078527450561523,1.8078527450561523,340.6876831352711,-1.155813157504129,-322.0398384762971,0.4190018475055694,0.4190018475055694,126.61295904032886,3.8311335894658285,1.3888508975505829,523.8593259291365,214.0747240949422
170,-4.862121713133032,-850.7612861185665,1.805453896522522,1.805453896522522,342.4931370317936,-1.1219196773084985,-323.1617581536056,0.4166029393672943,0.4166029393672943,127.02956197969615,3.7402020358245336,1.3888509571552277,527.599527964961,215.46357505209744
171,-5.025205190992028,-855.7864913095585,1.8076807260513303,1.8076807260513303,344.3008177578449,-1.1643126776641073,-324.3260708312697,0.4188297688961029,0.4188297688961029,127.44839174859226,3.860892513327921,1.3888509571552274,531.4604204782888,216.85242600925267
172,-5.00364134980385,-860.7901326593624,1.8240113258361816,1.8240113258361816,346.1248290836811,-1.1937351528785636,-325.51980598414826,0.4351603388786316,0.4351603388786316,127.88355208747087,3.8099061969252865,1.38885098695755,535.2703266752142,218.24127699621022
173,-5.360905789504916,-866.1510384488673,1.8886604309082031,1.8886604309082031,348.0134895145893,-1.418694232912325,-326.9385002170606,0.4998095035552978,0.4998095035552978,128.3833615910262,3.942211556592591,1.3888509273529053,539.2125382318068,219.63012792356312
