time_step,fixed_reward,fixed_cumulative_reward,fixed_grid_import_Building_3_kwh,fixed_grid_import_kwh,fixed_cumulative_grid_import_kwh,q_learning_reward,q_learning_cumulative_reward,q_learning_grid_import_Building_3_kwh,q_learning_grid_import_kwh,q_learning_cumulative_grid_import_kwh,reward_delta_q_minus_fixed,grid_import_delta_fixed_minus_q,cumulative_reward_delta_q_minus_fixed,cumulative_grid_import_delta_fixed_minus_q
1127,-5.494040406945168,-5983.287319335603,1.8154319524765012,1.8154319524765012,2234.251078635454,-1.2909617592116318,-2051.825835195425,0.4265810251235962,0.4265810251235962,746.51242131037,4.203078647733537,1.388850927352905,3931.4614841401776,1487.7386573250842
1128,-5.38484708258267,-5988.672166418185,1.810783624649048,1.810783624649048,2236.061862260103,-1.254729355707199,-2053.0805645511323,0.4219327569007873,0.4219327569007873,746.9343540672708,4.130117726875471,1.3888508677482607,3935.5916018670528,1489.1275081928325
1129,-5.590158876782426,-5994.262325294968,1.8077099323272705,1.8077099323272705,2237.8695721924305,-1.2952789998152527,-2054.375843550948,0.41885906457901,0.41885906457901,747.3532131318498,4.294879876967173,1.3888508677482605,3939.88648174402,1490.5163590605807
1130,-5.848021890729342,-6000.110347185697,1.80531108379364,1.80531108379364,2239.674883276224,-1.349057284591936,-2055.7249008355398,0.4164601564407348,0.4164601564407348,747.7696732882905,4.498964606137406,1.388850927352905,3944.385446350157,1491.9052099879336
1131,-5.938072320090214,-6006.048419505787,1.8075122833251955,1.8075122833251955,2241.4823955595493,-1.3753937658822906,-2057.1002946014214,0.4186612963676452,0.4186612963676452,748.1883345846582,4.562678554207923,1.3888509869575503,3948.9481249043656,1493.2940609748912
1132,-7.517992633269902,-6013.566412139057,2.2964766025543213,2.2964766025543213,2243.778872162104,-2.971301336576016,-2060.071595937997,0.9076257944107056,0.9076257944107056,749.0959603790689,4.546691296693886,1.3888508081436157,3953.4948162010605,1494.6829117830353
1133,-6.106404218562783,-6019.67281635762,1.8881914615631104,1.8881914615631104,2245.6670636236668,-1.6148653314548482,-2061.686461269452,0.4993405044078827,0.4993405044078827,749.5953008834767,4.491538887107935,1.3888509571552277,3957.986355088168,1496.07176274019
1134,-6.729215779438468,-6026.402032137058,2.006032943725586,2.006032943725586,2247.6730965673923,-2.070330228362794,-2063.756791497815,0.6171819567680359,0.6171819567680359,750.2124828402448,4.658885551075675,1.38885098695755,3962.645240639243,1497.4606137271476
1135,-11.479308879924307,-6037.881341016982,3.425256967544556,3.425256967544556,2251.098353534937,-6.824752738484434,-2070.581544236299,2.0364060401916504,2.0364060401916504,752.2488888804364,4.6545561414398735,1.3888509273529057,3967.299796780683,1498.8494646545005
1136,-2.355336538146912,-6040.236677555129,1.788203239440918,1.788203239440918,2252.886556774378,-0.5260079736478531,-2071.107552209947,0.3993523418903351,0.3993523418903351,752.6482412223268,1.8293285644990587,1.3888508975505829,3969.1291253451823,1500.238315552051
1137,-2.1868885581429254,-6042.423566113272,1.6148127317428589,1.6148127317428589,2254.5013695061207,-0.3060127095294973,-2071.4135649194764,0.2259617745876312,0.2259617745876312,752.8742029969144,1.880875848613428,1.3888509571552277,3971.0100011937952,1501.6271665092063
1138,-1.6428989213332934,-6044.066465034605,1.2004214525222778,1.2004214525222778,2255.701790958643,0.0,-2071.4135649194764,0.0,0.0,752.8742029969144,1.6428989213332934,1.2004214525222778,3972.652900115129,1502.8275879617286
1139,-1.5503989771887066,-6045.616864011794,1.1371811628341677,1.1371811628341677,2256.838972121477,0.0,-2071.4135649194764,0.0,0.0,752.8742029969144,1.5503989771887066,1.1371811628341677,3974.2032990923176,1503.9647691245627
1140,-1.2849588601608657,-6046.901822871955,0.9736156463623048,0.9736156463623048,2257.8125877678394,0.0,-2071.4135649194764,0.0,0.0,752.8742029969144,1.2849588601608657,0.9736156463623048,3975.4882579524788,1504.938384770925
1141,-1.002573956531762,-6047.904396828487,0.7897437214851379,0.7897437214851379,2258.602331489325,0.0,-2071.4135649194764,0.0,0.0,752.8742029969144,1.002573956531762,0.7897437214851379,3976.4908319090105,1505.7281284924106
1142,-1.0658343118825484,-6048.970231140369,0.8619999289512634,0.8619999289512634,2259.464331418276,0.0,-2071.4135649194764,0.0,0.0,752.8742029969144,1.0658343118825484,0.8619999289512634,3977.5566662208926,1506.5901284213614
1143,-1.1715886795084391,-6050.141819819877,1.01244854927063,1.01244854927063,2260.4767799675465,0.0,-2071.4135649194764,0.0,0.0,752.8742029969144,1.1715886795084391,1.01244854927063,3978.7282549004008,1507.602576970632
1144,-4.462078258792409,-6054.60389807867,1.5407696962356567,1.5407696962356567,2262.017549663782,-0.4399578430445435,-2071.8535227625207,0.1519188284873962,0.1519188284873962,753.0261218254018,4.022120415747866,1.3888508677482605,3982.750375316149,1508.9914278383803
1145,-4.626625226633526,-6059.230523305303,1.6118392944335938,1.6118392944335938,2263.629388958216,-0.6400661831231446,-2072.493588945644,0.222988411784172,0.222988411784172,753.249110237186,3.9865590435103813,1.3888508826494217,3986.736934359659,1510.3802787210302
1146,-20.840750021184792,-6080.071273326488,7.175616264343262,7.175616264343262,2270.805005222559,-16.80699206551944,-2089.300581011163,5.786765098571777,5.786765098571777,759.0358753357577,4.033757955665351,1.3888511657714844,3990.770692315325,1511.7691298868012
1147,-7.657946466897859,-6087.729219793386,2.56949520111084,2.56949520111084,2273.37450042367,-3.5187104243280976,-2092.819291435492,1.180644154548645,1.180644154548645,760.2165194903064,4.139236042569761,1.3888510465621948,3994.909928357894,1513.1579809333634
1148,-7.837058530791788,-6095.566278324178,2.6346511840820312,2.6346511840820312,2276.009151607752,-3.705769179218047,-2096.525060614709,1.245800256729126,1.245800256729126,761.4623197470355,4.131289351573741,1.3888509273529053,3999.0412177094686,1514.5468318607163
1149,-8.770497386125802,-6104.336775710303,3.0740442276000977,3.0740442276000977,2279.083195835352,-4.807992963804403,-2101.333053578513,1.6851933002471924,1.6851933002471924,763.1475130472827,3.962504422321399,1.3888509273529053,4003.0037221317903,1515.9356827880692
1150,-11.601505202641237,-6115.938280912945,4.060685157775879,4.060685157775879,2283.143880993128,-7.633514101789614,-2108.966567680303,2.6718339920043945,2.6718339920043945,765.8193470392871,3.9679911008516227,1.3888511657714844,4006.971713232642,1517.3245339538407
1151,-6.372789847557882,-6122.311070760503,2.1495261192321777,2.1495261192321777,2285.29340711236,-2.255205830385853,-2111.2217735106888,0.760675311088562,0.760675311088562,766.5800223503757,4.117584017172028,1.3888508081436157,4011.089297249814,1518.7133847619843
1152,-6.436032846925992,-6128.7471036074285,2.1953282356262207,2.1953282356262207,2287.488735347986,-2.364345747706587,-2113.5861192583952,0.8064773082733154,0.8064773082733154,767.386499658649,4.071687099219405,1.3888509273529053,4015.1609843490332,1520.1022356893372
1153,-5.464316506315754,-6134.211420113745,1.8077099323272705,1.8077099323272705,2289.296445280313,-1.2661204403994477,-2114.8522396987946,0.41885906457901,0.41885906457901,767.805358723228,4.1981960659163065,1.3888508677482605,4019.35918041495,1521.491086557085
1154,-5.430243343590549,-6139.641663457335,1.80531108379364,1.80531108379364,2291.101756364107,-1.2526815864678762,-2116.1049212852627,0.4164601564407348,0.4164601564407348,768.2218188796687,4.177561757122673,1.388850927352905,4023.5367421720725,1522.8799374844384
1155,-5.43392743162364,-6145.075590888959,1.8075122833251955,1.8075122833251955,2292.9092686474323,-1.258622244869927,-2117.3635435301326,0.4186612963676452,0.4186612963676452,768.6404801760364,4.175305186753713,1.3888509869575503,4027.712047358826,1524.268788471396
1156,-5.865324123739357,-6150.9409150126985,1.8237384557724,1.8237384557724,2294.7330071032047,-1.39864141719022,-2118.762184947323,0.4348874986171722,0.4348874986171722,769.0753676746535,4.466682706549137,1.3888509571552277,4032.1787300653755,1525.6576394285512
1157,-5.901843366015147,-6156.842758378713,1.8881914615631104,1.8881914615631104,2296.621198564768,-1.5607683183636027,-2120.3229532656865,0.4993405044078827,0.4993405044078827,769.5747081790614,4.341075047651544,1.3888509571552277,4036.519805113027,1527.0464903857064
1158,-6.060129113381844,-6162.902887492095,2.011342287063598,2.011342287063598,2298.6325408518314,-1.875552379392684,-2122.198505645079,0.6224913001060486,0.6224913001060486,770.1971994791675,4.18457673398916,1.3888509869575496,4040.704381847016,1528.435341372664
1159,-9.620828852616263,-6172.523716344711,3.056126594543457,3.056126594543457,2301.688667446375,-5.248661300240171,-2127.447166945319,1.6672755479812622,1.6672755479812622,771.8644750271487,4.372167552376093,1.3888510465621948,4045.0765493993918,1529.8241924192262
1160,-5.701780620675951,-6178.225496965387,1.7655949592590332,1.7655949592590332,2303.454262405634,-1.216650546481545,-2128.6638174918007,0.3767440617084503,0.3767440617084503,772.2412190888572,4.485130074194406,1.3888508975505829,4049.561679473586,1531.2130433167767
1161,-6.915709989552671,-6185.14120695494,2.170009136199951,2.170009136199951,2305.624271541834,-2.4895116665820907,-2131.153329158383,0.7811581492424011,0.7811581492424011,773.0223772380996,4.4261983229705795,1.38885098695755,4053.987877796557,1532.6018943037343
1162,-5.480662577940938,-6190.621869532881,1.7034810781478882,1.7034810781478882,2307.3277526199818,-1.012269571612713,-2132.1655987299955,0.3146302103996277,0.3146302103996277,773.3370074484992,4.468393006328226,1.3888508677482605,4058.4562708028852,1533.9907451714826
1163,-1.914969509749653,-6192.53683904263,1.4744267463684082,1.4744267463684082,2308.80217936635,-0.1111448706753985,-2132.276743600671,0.0855757594108581,0.0855757594108581,773.4225832079101,1.8038246390742545,1.38885098695755,4060.260095441959,1535.37959615844
1164,-5.773075578333919,-6198.309914620964,1.8866833448410036,1.8866833448410036,2310.688862711191,-1.5233208851277746,-2133.800064485799,0.4978324174880981,0.4978324174880981,773.9204156253982,4.249754693206144,1.3888509273529055,4064.5098501351654,1536.768447085793
1165,-1.9921121844241956,-6200.302026805389,1.612720012664795,1.612720012664795,2312.301582723856,-0.27653427671775,-2134.076598762517,0.2238691002130508,0.2238691002130508,774.1442847256112,1.7155779077064457,1.388850912451744,4066.225428042872,1538.1572979982448
1166,-1.762401515209433,-6202.064428320598,1.4211732149124146,1.4211732149124146,2313.7227559387684,-0.0400829552023296,-2134.116681717719,0.032322272658348,0.032322272658348,774.1766069982696,1.7223185600071034,1.3888509422540665,4067.9477466028793,1539.5461489404988
1167,-2.2862653043586763,-6204.350693624957,1.9761962890625,1.9761962890625,2315.698952227831,-0.6795009835736892,-2134.7961827012928,0.5873453617095947,0.5873453617095947,774.7639523599792,1.606764320784987,1.3888509273529053,4069.554510923664,1540.9349998678517
1168,-5.804674499934664,-6210.155368124892,2.007157325744629,2.007157325744629,2317.7061095535755,-1.7881344232799166,-2136.584317124573,0.6183063387870789,0.6183063387870789,775.3822586987662,4.016540076654747,1.38885098695755,4073.5710510003196,1542.3238508548093
1169,-5.657203567041749,-6215.812571691933,2.009730577468872,2.009730577468872,2319.7158401310444,-1.7477187106975558,-2138.3320358352703,0.6208798289299011,0.6208798289299011,776.0031385276961,3.909484856344193,1.388850748538971,4077.4805358566628,1543.7127016033483
1170,-5.623646916382738,-6221.436218608315,2.092545986175537,2.092545986175537,2321.80838611722,-1.8911570870510104,-2140.223192922321,0.7036951780319214,0.7036951780319214,776.7068337057281,3.732489829331727,1.3888508081436157,4081.2130256859946,1545.1015524114919
1171,-6.51185980450379,-6227.948078412819,2.442845106124878,2.442845106124878,2324.251231223345,-2.809618250352666,-2143.032811172674,1.0539941787719729,1.0539941787719729,777.7608278845,3.702241554151124,1.388850927352905,4084.915267240145,1546.4904033388448
1172,-7.872552466943187,-6235.820630879763,3.007716417312622,3.007716417312622,2327.2589476406574,-4.237302554891206,-2147.2701137275653,1.6188654899597168,1.6188654899597168,779.3796933744597,3.6352499120519806,1.3888509273529053,4088.5505171521972,1547.8792542661977
1173,-28.027629266662245,-6263.848260146425,10.277777671813965,10.277777671813965,2337.5367253124714,-24.240214700848565,-2171.5103284284137,8.88892650604248,8.88892650604248,788.2686198805022,3.7874145658136804,1.3888511657714844,4092.337931718011,1549.2681054319692
1174,-8.279238578945932,-6272.127498725371,2.9278781414031982,2.9278781414031982,2340.4646034538746,-4.351947950603289,-2175.862276379017,1.539027214050293,1.539027214050293,789.8076470945525,3.927290628342643,1.3888509273529053,4096.265222346354,1550.656956359322
1175,-5.5323669619268,-6277.6598656872975,1.9143627882003784,1.9143627882003784,2342.378966242075,-1.5186904236211147,-2177.3809668026383,0.5255118608474731,0.5255118608474731,790.3331589554,4.013676538305686,1.3888509273529053,4100.278898884659,1552.045807286675
1176,-5.404068332636324,-6283.063934019934,1.840578317642212,1.840578317642212,2344.219544559717,-1.326303513958078,-2178.7072703165964,0.4517273306846618,0.4517273306846618,790.7848862860847,4.077764818678246,1.38885098695755,4104.356663703338,1553.4346582736325
1177,-5.042830135251642,-6288.106764155185,1.8049026727676392,1.8049026727676392,2346.024447232485,-1.1624329994089218,-2179.869703316005,0.4160517752170563,0.4160517752170563,791.2009380613017,3.8803971358427205,1.3888508975505829,4108.23706083918,1554.823509171183
1178,-5.177661306817208,-6293.284425462002,1.80531108379364,1.80531108379364,2347.8297583162785,-1.1944144248475823,-2181.064117740853,0.4164601564407348,0.4164601564407348,791.6173982177424,3.9832468819696256,1.388850927352905,4112.220307721149,1556.212360098536
1179,-5.629021613714636,-6298.913447075717,1.8075122833251955,1.8075122833251955,2349.637270599604,-1.3038105328097722,-2182.3679282736625,0.4186612963676452,0.4186612963676452,792.0360595141101,4.3252110809048645,1.3888509869575503,4116.545518802055,1557.601211085494
1180,-5.463625340723957,-6304.3770724164415,1.8237384557724,1.8237384557724,2351.461009055376,-1.302852583818458,-2183.670780857481,0.4348874986171722,0.4348874986171722,792.4709470127273,4.160772756905499,1.3888509571552277,4120.70629155896,1558.9900620426488
1181,-9.073125782889717,-6313.450198199331,2.908297061920166,2.908297061920166,2354.369306117296,-4.740274036620909,-2188.411054894102,1.5194460153579712,1.5194460153579712,793.9903930280852,4.332851746268807,1.3888510465621948,4125.039143305228,1560.378913089211
1182,-5.8816440349846735,-6319.331842234315,2.0160067081451416,2.0160067081451416,2356.3853128254414,-1.8297098962545983,-2190.2407647903565,0.6271558403968811,0.6271558403968811,794.6175488684821,4.051934138730076,1.3888508677482605,4129.091077443959,1561.7677639569592
1183,-6.07902090691482,-6325.41086314123,1.9704385995864868,1.9704385995864868,2358.355751425028,-1.7942625043164635,-2192.035027294673,0.5815877318382263,0.5815877318382263,795.1991366003203,4.2847584025983565,1.3888508677482605,4133.375835846557,1563.1566148247075
1184,-5.798992259114251,-6331.209855400344,1.8789589405059812,1.8789589405059812,2360.234710365534,-1.5126107414133267,-2193.5476380360865,0.4901081621646881,0.4901081621646881,795.689244762485,4.286381517700924,1.3888507783412931,4137.662217364257,1564.5454656030488
1185,-6.992959308722584,-6338.202814709067,2.2786977291107178,2.2786977291107178,2362.5134080946445,-2.7307976244410384,-2196.2784356605275,0.8898468017578125,0.8898468017578125,796.5790915642428,4.262161684281546,1.3888509273529053,4141.92437904854,1565.9343165304017
1186,-1.809564227739611,-6340.012378936806,1.4234414100646973,1.4234414100646973,2363.936849504709,-0.0439734663505362,-2196.322409126878,0.0345904566347599,0.0345904566347599,796.6136820208776,1.7655907613890747,1.3888509534299374,4143.689969809928,1567.3231674838312
1187,-1.3052561903402116,-6341.317635127147,1.0449538230895996,1.0449538230895996,2364.981803327799,0.0,-2196.322409126878,0.0,0.0,796.6136820208776,1.3052561903402116,1.0449538230895996,4144.995226000268,1568.3681213069212
1188,-1.9170635562712357,-6343.234698683418,1.546579122543335,1.546579122543335,2366.528382450342,-0.195512090688131,-2196.5179212175663,0.1577281653881073,0.1577281653881073,796.7714101862657,1.7215514655831048,1.3888509571552277,4146.716777465852,1569.7569722640765
1189,-1.2327466478682825,-6344.467445331286,1.0669654607772827,1.0669654607772827,2367.5953479111195,0.0,-2196.5179212175663,0.0,0.0,796.7714101862657,1.2327466478682825,1.0669654607772827,4147.94952411372,1570.8239377248537
1190,-8.030320228514029,-6352.4977655598,2.72662353515625,2.72662353515625,2370.321971446276,-3.9399432712899394,-2200.457864488856,1.3377726078033447,1.3377726078033447,798.109182794069,4.090376957224089,1.3888509273529053,4152.039901070944,1572.212788652207
1191,-5.54401905892355,-6358.041784618724,1.9612278938293457,1.9612278938293457,2372.283199340105,-1.6180011386351223,-2202.075865627491,0.5723769664764404,0.5723769664764404,798.6815597605455,3.9260179202884276,1.3888509273529053,4155.965918991233,1573.6016395795596
1192,-3.7274956390188354,-6361.769280257743,1.3426512479782104,1.3426512479782104,2373.6258505880837,0.0,-2202.075865627491,0.0,0.0,798.6815597605455,3.7274956390188354,1.3426512479782104,4159.693414630252,1574.9442908275382
1193,-5.295039048993886,-6367.064319306737,1.897704482078552,1.897704482078552,2375.523555070162,-1.4198206650738143,-2203.495686292565,0.5088536739349365,0.5088536739349365,799.1904134344804,3.875218383920072,1.3888508081436155,4163.5686330141725,1576.3331416356814
1194,-6.411667870440852,-6373.4759871771785,2.442887306213379,2.442887306213379,2377.966442376375,-2.7664521657197843,-2206.262138458285,1.0540363788604736,1.0540363788604736,800.2444498133409,3.645215704721068,1.3888509273529053,4167.213848718893,1577.7219925630343
1195,-5.439817929254787,-6378.915805106433,2.1079158782958984,2.1079158782958984,2380.074358254671,-1.8556634316928464,-2208.1178018899777,0.7190649509429932,0.7190649509429932,800.9635147642839,3.58415449756194,1.3888509273529053,4170.798003216456,1579.1108434903872
1196,-5.880938697984297,-6384.796743804418,2.142561912536621,2.142561912536621,2382.216920167208,-2.0687985328228176,-2210.1866004228004,0.7537111043930054,0.7537111043930054,801.7172258686769,3.812140165161479,1.3888508081436157,4174.6101433816175,1580.4996942985313
1197,-9.205036994157854,-6394.001780798576,3.216160774230957,3.216160774230957,2385.4330809414387,-5.229979618457522,-2215.416580041258,1.827309846878052,1.827309846878052,803.544535715555,3.9750573757003327,1.388850927352905,4178.585200757318,1581.8885452258837
1198,-6.606357757251317,-6400.608138555827,2.3652877807617188,2.3652877807617188,2387.7983687222004,-2.7272329897592043,-2218.143813031017,0.9764368534088136,0.9764368534088136,804.5209725689638,3.8791247674921125,1.3888509273529053,4182.46432552481,1583.2773961532366
1199,-5.475032287600818,-6406.083170843428,1.9143627882003784,1.9143627882003784,2389.7127315104008,-1.5029514783487683,-2219.6467645093658,0.5255118608474731,0.5255118608474731,805.0464844298112,3.9720808092520503,1.3888509273529053,4186.436406334062,1584.6662470805895
1200,-8.05300923278378,-6414.136180076212,2.877671241760254,2.877671241760254,2392.590402752161,-4.166383977395253,-2223.813148486761,1.4888203144073486,1.4888203144073486,806.5353047442186,3.886625255388526,1.3888509273529053,4190.323031589452,1586.0550980079424
1201,-5.015219931792854,-6419.151400008004,1.8077099323272705,1.8077099323272705,2394.3981126844883,-1.1620616158310668,-2224.975210102592,0.41885906457901,0.41885906457901,806.9541638087976,3.853158315961787,1.3888508677482605,4194.176189905413,1587.4439488756907
1202,-5.275946637889789,-6424.427346645894,1.80531108379364,1.80531108379364,2396.203423768282,-1.217087483247413,-2226.1922975858392,0.4164601564407348,0.4164601564407348,807.3706239652383,4.058859154642376,1.388850927352905,4198.235049060055,1588.8327998030436
1203,-5.386960944168702,-6429.814307590063,1.8075122833251955,1.8075122833251955,2398.010936051607,-1.2477437289865216,-2227.440041314826,0.4186612963676452,0.4186612963676452,807.789285261606,4.13921721518218,1.3888509869575503,4202.3742662752375,1590.2216507900011
1204,-5.621444827040432,-6435.435752417104,1.8237384557724,1.8237384557724,2399.8346745073795,-1.3404861169949982,-2228.780527431821,0.4348874986171722,0.4348874986171722,808.2241727602232,4.280958710045434,1.3888509571552277,4206.655224985283,1591.6105017471564
1205,-5.888178454846562,-6441.32393087195,1.8881914615631104,1.8881914615631104,2401.722865968942,-1.5571545727755731,-2230.337682004597,0.4993405044078827,0.4993405044078827,808.723513264631,4.331023882070989,1.3888509571552277,4210.986248867353,1592.9993527043111
1206,-5.512452408256573,-6446.836383280207,1.885845422744751,1.885845422744751,2403.6087113916874,-1.4527483547152351,-2231.7904303593123,0.4969945549964905,0.4969945549964905,809.2205078196275,4.0597040535413385,1.3888508677482605,4215.045952920895,1594.3882035720599
1207,-5.350424968306956,-6452.186808248514,1.7512153387069702,1.7512153387069702,2405.3599267303944,-1.1071188818905664,-2232.897549241203,0.3623644113540649,0.3623644113540649,809.5828722309816,4.243306086416389,1.3888509273529053,4219.289259007312,1595.7770544994128
1208,-4.921334363040084,-6457.108142611554,1.637058138847351,1.637058138847351,2406.9969848692417,-0.7461623112011088,-2233.643711552404,0.2482072710990905,0.2482072710990905,809.8310795020807,4.175172051838976,1.3888508677482605,4223.46443105915,1597.165905367161
1209,-5.664215376649645,-6462.772357988204,1.8222737312316892,1.8222737312316892,2408.8192586004734,-1.3472177019583342,-2234.9909292543625,0.4334226846694946,0.4334226846694946,810.2645021867502,4.3169976746913115,1.3888510465621946,4227.7814287338415,1598.5547564137232
1210,-5.3203266547323445,-6468.092684642937,1.6803923845291138,1.6803923845291138,2410.4996509850025,-0.9230557461929494,-2235.9139850005554,0.2915414869785309,0.2915414869785309,810.5560436737287,4.3972709085393955,1.3888508975505829,4232.178699642382,1599.9436073112738
1211,-5.629003437848344,-6473.721688080785,1.7942603826522827,1.7942603826522827,2412.293911367655,-1.2718619950451282,-2237.1858469956005,0.4054095149040222,0.4054095149040222,810.9614531886327,4.357141442803216,1.3888508677482605,4236.535841085184,1601.332458179022
1212,-5.2895714836166015,-6479.011259564401,1.698882222175598,1.698882222175598,2413.9927935898304,-0.9653008781655444,-2238.151147873766,0.3100312650203705,0.3100312650203705,811.2714844536531,4.324270605451057,1.3888509571552274,4240.860111690636,1602.7213091361773
1213,-6.088587213029981,-6485.099846777432,2.0178093910217285,2.0178093910217285,2416.010602980852,-1.897834536366713,-2240.048982410133,0.6289584040641785,0.6289584040641785,811.9004428577173,4.1907526766632675,1.38885098695755,4245.050864367298,1604.1101601231348
1214,-4.032688075956776,-6489.132534853388,1.38045334815979,1.38045334815979,2417.391056329012,0.0,-2240.048982410133,0.0,0.0,811.9004428577173,4.032688075956776,1.38045334815979,4249.083552443255,1605.4906134712946
1215,-6.210922795616474,-6495.343457649004,2.2406539916992188,2.2406539916992188,2419.631710320711,-2.3611333089195647,-2242.410115719053,0.8518030047416687,0.8518030047416687,812.752245862459,3.8497894866969093,1.38885098695755,4252.933341929951,1606.8794644582522
1216,-4.748801346225568,-6500.09225899523,1.6979751586914062,1.6979751586914062,2421.3296854794025,-0.8645415832607266,-2243.274657302313,0.3091243505477905,0.3091243505477905,813.0613702130067,3.8842597629648408,1.3888508081436157,4256.817601692917,1608.2683152663958
1217,-5.385839796594519,-6505.478098791824,1.9560332298278809,1.9560332298278809,2423.2857187092304,-1.5617079322878908,-2244.836365234601,0.5671822428703308,0.5671822428703308,813.6285524558771,3.8241318643066284,1.38885098695755,4260.641733557222,1609.6571662533534
1218,-6.066875013888967,-6511.544973805713,2.243736982345581,2.243736982345581,2425.529455691576,-2.3115392752185246,-2247.1479045098195,0.854885995388031,0.854885995388031,814.4834384512651,3.7553357386704422,1.38885098695755,4264.397069295894,1611.046017240311
1219,-6.350080822301607,-6517.895054628015,2.3565444946289062,2.3565444946289062,2427.886000186205,-2.6076030731543978,-2249.7555075829737,0.9676936268806458,0.9676936268806458,815.4511320781457,3.7424777491472097,1.3888508677482605,4268.139547045041,1612.4348681080592
1220,-5.672795261759878,-6523.567849889775,2.142561912536621,2.142561912536621,2430.028562098741,-1.9955777669567547,-2251.7510853499302,0.7537111043930054,0.7537111043930054,816.2048431825388,3.6772174948031227,1.3888508081436157,4271.816764539844,1613.8237189162023
1221,-6.537573819960016,-6530.105423709735,2.403376579284668,2.403376579284668,2432.431938678026,-2.7596740715453048,-2254.5107594214755,1.0145256519317627,1.0145256519317627,817.2193688344705,3.7778997484147117,1.3888509273529053,4275.594664288259,1615.2125698435557
1222,-5.691503285048095,-6535.796926994784,2.094970464706421,2.094970464706421,2434.5269091427326,-1.9183474761690265,-2256.4291068976445,0.7061194777488708,0.7061194777488708,817.9254883122194,3.7731558088790687,1.38885098695755,4279.36782009714,1616.6014208305132
1223,-6.537718975595999,-6542.33464597038,2.347482442855835,2.347482442855835,2436.8743915855885,-2.669780966738047,-2259.0988878643825,0.9586316347122192,0.9586316347122192,818.8841199469316,3.8679380088579514,1.3888508081436157,4283.235758105997,1617.9902716386568
1224,-5.0358284025392095,-6547.37047437292,1.840578317642212,1.840578317642212,2438.7149699032307,-1.2359275447428215,-2260.334815409125,0.4517273306846618,0.4517273306846618,819.3358472776163,3.7999008577963878,1.38885098695755,4287.035658963796,1619.3791226256144
1225,-8.23981281562228,-6555.610287188541,2.7786660194396973,2.7786660194396973,2441.4936359226704,-4.121336250182867,-2264.4561516593085,1.389815092086792,1.389815092086792,820.7256623697031,4.118476565439413,1.3888509273529053,4291.154135529233,1620.7679735529673
1226,-5.397205189303289,-6561.007492377845,1.80531108379364,1.80531108379364,2443.298947006464,-1.2450601439453446,-2265.701211803254,0.4164601564407348,0.4164601564407348,821.1421225261438,4.152145045357944,1.388850927352905,4295.30628057459,1622.1568244803202
1227,-5.619321483732316,-6566.626813861577,1.8075122833251955,1.8075122833251955,2445.106459289789,-1.3015637601895074,-2267.0027755634437,0.4186612963676452,0.4186612963676452,821.5607838225114,4.317757723542808,1.3888509869575503,4299.624038298133,1623.5456754672778
1228,-5.6105386990014265,-6572.237352560578,1.8237384557724,1.8237384557724,2446.9301977455616,-1.3378854487190892,-2268.3406610121624,0.4348874986171722,0.4348874986171722,821.9956713211286,4.272653250282337,1.3888509571552277,4303.896691548416,1624.934526424433
1229,-5.801946642385792,-6578.039299202964,1.8881914615631104,1.8881914615631104,2448.8183892071247,-1.5343501924189469,-2269.8750112045814,0.4993405044078827,0.4993405044078827,822.4950118255365,4.267596449966845,1.3888509571552277,4308.164287998383,1626.3233773815882
1230,-5.786141555118487,-6583.825440758083,1.880054712295532,1.880054712295532,2450.69844391942,-1.5117512067552488,-2271.386762411337,0.4912038147449493,0.4912038147449493,822.9862156402814,4.274390348363238,1.3888508975505827,4312.438678346745,1627.7122282791383
1231,-5.262305201162644,-6589.087745959245,1.756214261054993,1.756214261054993,2452.4546581804752,-1.1007642665211297,-2272.487526677858,0.3673633337020874,0.3673633337020874,823.3535789739835,4.161540934641515,1.3888509273529055,4316.600219281387,1629.1010792064917
1232,-27.97427544942365,-6617.062021408668,9.131126403808594,9.131126403808594,2461.585784584284,-23.719367199184184,-2296.206893877042,7.742275238037109,7.742275238037109,831.0958542120206,4.254908250239467,1.3888511657714844,4320.855127531626,1630.4899303722632
1233,-5.028377308408411,-6622.090398717077,1.6298441886901855,1.6298441886901855,2463.215628772974,-0.743509192528406,-2296.9504030695707,0.2409930974245071,0.2409930974245071,831.3368473094451,4.284868115880005,1.3888510912656784,4325.139995647506,1631.8787814635289
1234,-4.335691879356333,-6626.426090596433,1.4187119007110596,1.4187119007110596,2464.634340673685,-0.0912571350270518,-2297.041660204598,0.0298608820885419,0.0298608820885419,831.3667081915337,4.244434744329282,1.3888510186225176,4329.384430391835,1633.2676324821514
1235,-8.41428465392452,-6634.840375250357,2.864686965942383,2.864686965942383,2467.4990276396275,-4.3348901555999495,-2301.376550360198,1.475835919380188,1.475835919380188,832.8425441109139,4.079394498324571,1.3888510465621948,4333.463824890159,1634.6564835287136
1236,-3.3954646650834546,-6638.235839915441,1.1512982845306396,1.1512982845306396,2468.650325924158,0.0,-2301.376550360198,0.0,0.0,832.8425441109139,3.3954646650834546,1.1512982845306396,4336.859289555243,1635.8077818132442
1237,-2.632031038374347,-6640.867870953815,0.8733516931533813,0.8733516931533813,2469.5236776173115,0.0,-2301.376550360198,0.0,0.0,832.8425441109139,2.632031038374347,0.8733516931533813,4339.491320593617,1636.6811335063976
